Page,URL,Topic,Question,Answer,Label
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,How have climate finance flows evolved in 2019-2020?,Global climate finance flows rose by 12% in 2019-2020 compared to 2017-2018 to reach an annual value of USD 803 billion. This increase is due to a rise in mitigation actions in buildings and infrastructure (such as energy efficiency of buildings and sustainable transport) and an increase in adaptation finance. [9],r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,The decreasing cost of renewable energy technology and the large volume of investment led to an increase in the use of renewable energy technologies. [10],r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"21% of worldwide covid-19 recovery spending was earmarked for climate measures, with a value of USD 513 billion until 2020. Developed nations accounted for 76% of these climate measures, and developing nations represented 24%. [11]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"In 2019-2020, preliminary data shows that public climate finance flows from developed to developing nations rose by 6% compared to 2017-2018 with an annual value of USD 40.1 billion. [12]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"Climate finance flows among developing nations fluctuated amid different sources of finance. For example, in 2019-2020, finance pledges from International Development Finance Club members decreased while flows from the Asian Infrastructure Investment Bank increased compared to 2017-2018. [13]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,What are the specific aspects of climate finance flows in 2019-2020?,"Unfortunately, the joint mobilisation of USD 100 billion per year by 2020 towards mitigation action and implementation for developing countries was not fully achieved in 2020. [14]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"Public finance flows are made of three channels: bilateral climate finance, multilateral climate funds and Multilateral Development Bank (MDB) climate finance. Overall, most public finance flows from developed to developing nations are used for mitigation action rather than adaptation. Yet in the bilateral and MDB channels, adaptation finance increased substantially. [15]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"Public finance flows used for adaptation action are transmitted through grants, whereas flows used for mitigation action are dispensed through loans. [16]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"In absolute terms, Asia and Africa reaped the largest amount of climate finance. Per capita, Oceania and Eastern and Southern Europe obtained the largest amount of climate finance. The percentage of climate finance flows going to Least Developed Countries (LDC) and Small Island Developing States (SIDS) remains constant compared to the past few years. [17]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,The institutions that provide climate finance disclosed a reduction in emissions and a rise in the number of beneficiaries of climate finance across their portfolios. [18],r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,There is progress in the coverage of gender-related matters but more efforts are needed to normalise the efforts and standardise the data. [19],r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,,"Despite a rise in global finance flows, these remain two thirds below the investment efforts needed to reach the Paris Agreement temperature goals (well below 2C) and to answer the needs of developing nations. [20]",r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,What does the SCF recommend with regards to methodological issues?,The SCF recommends Parties report climate finance data in tabular format and improves finance tracking systems. It also advises climate finance providers to enhance their qualitative reporting of climate finance. [1],r
Summary and recommendations of the fifth Biennial Assessment and Overview of Climate Finance Flows,https://qutii.org/index.php/Summary_and_recommendations_of_the_fifth_Biennial_Assessment_and_Overview_of_Climate_Finance_Flows,climate change,What does the SCF recommend with regards to climate finance flows?,"The SCF recommends finance providers improve the granularity of data related to climate finance and strengthen the tracking of private climate finance. Finance providers should also boost climate-related investment and improve access to climate finance, emphasising the needs of LDCs and SIDS and promoting balanced mitigation and adaptation efforts. [2]",r
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity ,What is urban areas' footprint?,"From a spatial perspective, urban areas have a relatively small footprint, with just 1% of the earth's  ice-free land surface being built-up.[[1]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Which natural disaster is the most common natural risk for cities?,"Flooding has been identified as the most common natural risk across more than 1,600 cities, each with over 300,000 inhabitants. The loss of coastal habitats, such as carbon-rich and biodiverse mangrove forests, has significantly increased the risk from floods and hurricanes for cities within coastal zones.24 In 1990, floods caused almost $46 billion in economic losses and 4,500 deaths globally, accounting for almost half the deaths from natural disasters in that year.25 The World Bank estimates that over 1.47 billion people globally are highly vulnerable to flood- related economic losses and mortality26 and over 600 million of these are already living below the poverty line.   [[2]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Which kind of natural events accounted for almost half of the deaths for natural disasters?,"In 2019, floods caused almost $46 billion in economic losses and 4,500 deaths globally, accounting for almost half the deaths from natural disasters in that year.[[3]]",a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How large is the population exposed to flood- related risks?,The World Bank estimates that over 1.47 billion people globally are highly vulnerable to flood- related economic losses and mortality and over 600 million of these are already living below the poverty line. [[4]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is one of the causes of economic/health risk in built-up areas?,"Another economic/health risk in built-up areas is urban heat, often related to a lack of green areas or smart surfaces. [[5]] ",s
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Does cities spatial footprint expand as much as urban populations?,"No, historically cities spatial footprint has expanded at a higher rate than urban populations. Between 1990 and 2015, the urban population increased an average of 1.9 times; in the same period, the urban footprint increased an average of 2.5 times.10 This difference grows more stark when we look at developing countries, where the population increased 2.3 times and the area increased 3.2 times in the same period.   [[6]]",o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the direct impact on biodiversity?,The most noticeable direct impact of urban growth on biodiversity is the loss of natural habitats.   [[7]],o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the dierect consequence of biodiversity loss on economic growth?,"As a consequence of biodiversity loss, critical economic activities depending on nature are at risk of disruption.   [[8]]",s
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are the criteria for evaluating the severity of disruption risk of economic sectors?,A sector with over 80% of its production processes materially disrupted is considered “High” risk; over 55% is “Moderate” risk; and less than 55% is “Low” risk. [[9]],o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,"Which are the most reported actions for cities to build resilience and prepare to cope with social, environmental and financial consequences of ever-incresing natural hazards?","Flood mapping , crisis management , community engagement , tree planting and long-term planning are the most reported actions used to build resilience.[[10]]",s
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How much was invested in urban climate finance globally and what is the estimated investment needed?,"The 2021 State of Cities Climate Finance Report, from the Cities Climate Finance Leadership Alliance, the Climate Policy Initiative and the World Bank, estimates that a total of $384 billion was invested in urban climate finance globally in 2017 and 2018—an amount far below the estimated $5 trillion needed.     [[11]]  ",a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,"With reference to urbanization, what leads to natural habitat destruction and biodiversity loss?",The indirect impact of urban growth on land use is vast. To feed the world’s cities we require an area 36 times larger than cities’ global urban footprint; this leads to natural habitat destruction and biodiversity loss as we extract resources and create space to extract materials and produce food.   [[12]],o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Why are cities central to biodiversity maintenance?,"Cities are at the heart of our economies and societies, accounting for 80% of global GDP and 56% of global population. [[13]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How large is the population exposed to high or extreme risk of natural disasters?,More than 1.4 billion people living in the world’s largest urban centres are at high or extreme risk of environmental disaster.   [[14]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What has significantly increased the risk from floods and hurricanes for cities within coastal zones?,"The loss of coastal habitats, such as carbon-rich and biodiverse mangrove forests, has significantly increased the risk from floods and hurricanes for cities within coastal zones.24 In 2019, floods caused almost $46 billion in economic losses and 4,500 deaths globally, accounting for almost half the deaths from natural disasters in that year.25 The World Bank estimates that over 1.47 billion people globally are highly vulnerable to flood- related economic losses and mortality26 and over 600 million of these are already living below the poverty line. Recent studies have found that capital stock damage due to flood risk is expected to double by 2030 and - in terms of freshwater flooding events in cities- quadruple _______ 2050.        [[15]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are the side effects of increased heating and air conditioning?,"As a side effect of increased heating, air conditioning use now amounts to 10% of global electricity use and is projected to triple by 2050. In 2016, carbon emissions from air-conditioning already amounted to 1.25 gigatons, equivalent to almost 3% of the global annual anthropogenic emissions.        [[16]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is a consequence of biodiversity loss?    ,,f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the total gdp of cities around the world?    ,$31 trillion. [[17]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,"What is referred as ""the Australian Black change""?    ",Urbanization. [[18]],f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the second most dangerous urban risk?    ,Droughts. [[1]],f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the share of responsibility of global carbon attributed to urban areas?,Urban areas are responsible for over 75% of global carbon.[[2]]    ,a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What percentage of global GDP do cities generate?    ,Over 80% .[[3]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How many people will be living in cities by 2030?    ,Over 5.5 billion .[[4]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the projected population growth rate in the world by 2050?  ,Three out of every four people on Earth are expected to be living in cities .[[5]],p
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the most noticeable impact of urban growth on biodiversity?  ,Loss of natural habitats .[[6]],o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,When did the urban growth begin?    ,,a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is projected to be generated in some cities GDP?  ,$70 trillionGDP .[[7]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What percentage of the world's biological hotspots will be added to cities by 2030?  ,,a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Where are the most biodiverse and environmentally intact regions?    ,"Africa, Asia and the Americas .[[8]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How did urban population increased between 1990 and 2015?,The urban population increased an average of 1.9 times .[[9]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What negatively affects biodiversity?,The increase of atmospheric greenhouse gas concentration  .[[10]],o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How much money was invested in urban climate finance globally in 2017 and 2018?    ,$384 billion .[[11]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What organization is responsible for the 2021 State of Cities Climate Finance Report?    ,Cities Climate Finance Leadership Alliance .[[12]],f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What does the IPBES Global Assessment Report outlines?  ,It outlines eighteen life supporting contributions biodiversity makes to humanity.[[13]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,In which way economic activities affect biodiversity?  ,"By affecting air quality, water cycles and flood regulation .[[14]]",o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are the risks of pollution that need to be monitored to mitigate cities'environmental risks?,"Extreme risk from pollution, compromised water supplies, extreme heat and natural hazards.[[15]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How many major cities are in the world?    ,576[[16]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are some of the natural hazards?  ,"Cyclones, floods, droughts, earthquakes, landslides and volcanic eruptions.[[17]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the most common natural risk?  ,Flooding[[1]],f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,Which countries are expected to face water stress or shortages?,"According to the United Nations, half of all countries worldwide will face water stress or shortages.[[2]]",a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are some of the factors that cause water stress?    ,"Drought, population growth and rapid urbanization.[[3]]",o/a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What percentage of global electricity use is due to air conditioning?    ,10%[[4]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What was the impact of pollution on the economy?  ,Around $5.1 trillion in welfare losses.[[5]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How many people are affected by drought?    ,411 million [[6]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What is the importance of urban green spaces?  ,"Urban green spaces help yielding multiple benefits for carbon storage, heat reduction, preserving biodiversity and improving wellbeing [[7]]",f
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,How many cities are reporting climate and environmental data?    ,Over 620 [[8]],a
Cities impact on nature,https://qutii.org/index.php/Cities_impact_on_nature,biodiversity,What are some examples of green spaces?    ,"Parks, urban meadows, wetlands and forests [[9]]",o/a
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution ,What does the International Energy Agency (IEA) do?,"The IEA examines the full spectrum of energy issues including oil, gas and coal supply and demand, renewable energy technologies, electricity markets, energy efficiency, access to energy, demand side management and much more. Through its work, the IEA advocates policies that will enhance the reliability, affordability and sustainability of energy in its 31 member countries, 10 association countries and beyond.",f
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What does the World Energy Investment 2022 report show?,"It provides a full update on the investment picture in 2021 and full-year estimates of the outlook for 2022. It examines how investors are assessing risks and opportunities across all areas of fuel and electricity supply, critical minerals, efficiency and research and development, against a backdrop of uncertainties over how events will play out in 2022, namely the ongoing war in Ukraine, the outlook for the global economy, and in some countries the continuing public health risks from the pandemic.",f
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What is creating pressure and incentives for energy investors?,"High fuel prices, inflationary pressures and supply chain bottlenecks, the urgent need to accelerate the energy sector’s transformation to net zero, and the Russian invasion of Ukraine.",s
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What does the World Energy Investment 2022 report benchmark today’s trends against?,The report benchmarks today’s trends against future scenarios from the IEA World Energy Outlook 2021.,a
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,How much is energy investment expected to rise?,Energy investment is set to pick up by 8% in 2022 to reach a total of USD 2.4 trillion.,p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,,"Investment is increasing in all parts of the energy sector, but the main boost in recent years has come from the power sector – mainly in renewables and grids – and from increased spending on end-use efficiency.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,,"Almost half of the additional USD 200 billion in capital investment in 2022 is likely to be eaten up by higher costs, rather than bringing additional energy supply capacity or savings.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What will the majority of the additional capital investment be spent on?,"Almost half of the additional USD 200 billion in capital investment in 2022 is likely to be eaten up by higher costs, rather than bringing additional energy supply capacity or savings.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What are the factors affecting global energy investment?,"High prices, rising costs, economic uncertainty, energy security concerns and climate imperatives amount to a powerful cocktail of factors bearing on global energy investment.",f
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What is the lasting solutions to today's energy crisis?,"They are speeding up clean energy transitions via greater investment in efficiency, clean electricity and a range of clean fuels.",s
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What is leading the clean energy push?,"Renewable power, efficiency and electric vehicles (EVs)",s
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,How much is clean energy investment expected to grow in 2022?,"Clean energy investment is expected to exceed USD 1.4 trillion in 2022, accounting for almost three-quarters of the growth in overall energy investment.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,,The annual average growth rate in clean energy investment in the five years after the signature of the Paris Agreement in 2015 was just over 2%. Since 2020 the rate has risen to 12%.,p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,Which country/region has the highest clean energy investment levels?,"The highest clean energy investment levels in 2021 were in China (USD 380 billion), followed by the European Union (USD 260 billion) and the United States (USD 215 billion).",a
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,Why is renewable power the main focus in new clean energy investment?,Clean technologies such as wind and solar PV remain the cheapest option for new power generation in many countries.,s
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,,"Renewables, grids and storage now account for more than 80% of total power sector investment.",s
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What renewable power category has the highest proportion of new investments?,"Solar PV makes up almost half of new investment in renewable power, with spending divided equally between utility-scale projects and distributed solar PV systems.",a/o
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What is another major growth area for clean energy investment?,"Investment in improved efficiency is another major growth area, driven by higher fuel prices and government incentives.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,,"Policy makers are attempting to move the global annual rate of building retrofits above the 1% mark, where it has been stuck for many years, and many countries, notably Japan, China and some in Europe, are putting increasing emphasis on high energy performance standards for new construction.",p
Clean_energy_investments,https://qutii.org/index.php/Clean_energy_investments,pollution,What are some problems investment in improved efficiency are expected to face?,"Efficiency investment faces headwinds, with higher borrowing costs, flat household incomes, and lower consumer and business confidence. As ever, much hinges on continued government support to shape consumer and corporate demand.",s
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity ,What is the major driver of increasing exposure to sea level rise?    ,High population growth and urbanisation.,o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people living in urban areas will be exposed to water scarcity?    ,350 and 410 million.,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will frequency and duration of metereological drought will change in North Africa?,The frequency and duration of metereological drought  is projected to double over north africa?    ,s
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will Permafrost thaw and and snow cover change?,Permafrost thaw and decline in snow cover are projected to continue beyond the 21st century,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people live in water scarcity?    ,800 million to 3 billion people live in water scarcity,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will climate change will affect pollination?,Climate change will reduce the effectiveness of pollination,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people will be exposed to sea level rise?    ,108 116 million are expected to be exposed to sea level rise,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the effect of global warming on floods?,It is projected that flood risks will increase with every increment of global warming,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What are the different types of systems?  ,Ecological and human systems that have restricted geographic ranges constrained by climate related conditions,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What are some examples of extreme weather events?  ,"Heatwaves, heavy rain, drought and associated wildfires, and coastal flooding",f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the impact of RFC4?  ,Impacts to socio ecological systems that can be aggregated globally into a single metric,s
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the definition of the global impacts?    ,Impacts to socio ecological systems that can be aggregated globally into a single metric,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What are some examples of large scale singular events?    ,Ice sheet disintegration or thermohaline circulation slowing,o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the impact of climate change on flowers?,In some regions the coordination of pollinator activity and flower receptiveness will be disrupted,s
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How does global warming affect flowers,Global warming affects the coordination of pollinator activity and flower receptiveness,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How more frequent and intnse flood events and melting of snow and ice affect food?,Higher risk of food contamination,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people are estimated to be affected by climate change?    ,Over 2.1 billion,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What will happen to glaciers in the 21st century?  ,Glaciers will disappear by nearly 50%  in High Mountain Asia and about 70% in Central and Western Asia by the end of the 21st century under the medium warming scenario,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the impact of increased and droughts?,"Increased floods and droughts, together with heat stress, will have an adverse impact on food availability and prices, resulting in increased undernourishment in South and Southeast Asia .",o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the projected impact of environmentally critical streamflow?,"By 2050, environmentally critical streamflow is projected to be affected in 42% to 79% of the world's watersheds",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What percentage of the world's watersheds are affected by water cycle changes?    ,42% to 79%,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What are the impacts of climate change?  ,"Increases in evapotranspiration, altered spatial patterns and amount of precipitation, and associated changes in groundwater recharge, runoff and streamflow",o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the percentage of commercially harvested inland fish species that are vulnerable to extinction?    ,Between 55% and 68% of commercially harvested inland fish spieces  ,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Where is 55% of commercially harvested inland fish species vulnerable to extinction?    ,Africa,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What will the impacts be felt disproportionately by vulnerable people in regions with high exposure and vulnerability,Water related risks are projected to increase with every increment in warming level,o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,In which regions the frequency and duration of drought are projected to double with temperatures Above 2°C?,"Above 2°C, the frequency and duration of meteorological drought are projected to double over North Africa, the western Sahel and southern Africa.  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What will happen to the global land area by the end of the century?  ,Approximately 10% of the global land area is projected to face simultaneously increasing high extreme,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the effect of climate change on aridity zones?  ,Expand by one quarter of the 1990 area by 2100,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Where is the most drought risk projected to occur?    ,"Northern South America, the Mediterranean, western China and high latitudes in North America and Eurasia",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many times more rainfall will there be from a 1.5C increase in sea level to 4C?    ,Five,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,At what level of warming will coastal wetlands be at risk?,"Under all emissions scenarios, coastal wetlands will likely face high risk from sea level rise in the mid-term, with substantial losses before 2100.  ",a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Which country is projected to experience the most flooding?    ,Brazil and Argentina,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What percentage of the population in Peru will be affected by flooding?    ,400%,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will climate change affect groundwater?  ,Worldwide depletion of non renewable groundwater storage,s
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Where will water shortages be most likely to occur?    ,,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people will be exposed to water scarcity from severe droughts?    ,Answer: 350 and 410 million,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,By what year will the risk of sea level rise from extreme droughts be increasing?    ,2100,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What will be the consequences of sea level rise?  ,"Expanding the loss of many different coastal habitats, ecosystems and ecosystem services",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the main driver of sea level rise?  ,High population growth and urbanisation,f
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How many people will be exposed to sea level rise by 2030?    ,From 108 to 116 million,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What are some of the risks of sea level rise?    ,Coastal development prevents upshore migration of habitats or where terrestrial sediment inputs are limited and tidal ranges are small,o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Where are the largest areas of risk to water security?    ,Small island states and Torres Strait Islands in Australia and remote Maori communities in New Zealand,o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will global marine acquaculture be affected by increasing temperature?,"Global marine aquaculture will decline under increasing temperature and acidification conditions by 2100, with potential short-term gains for finfish aquaculture in some temperate regions and overall negative impacts on bivalve aquaculture due to habitat reduction .",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the projected impact of global warming on inland fish spieces in South America?,In Africa 55–68% of commercially harvested inland fish species are vulnerable to extinction under 2.5°C global warming by 2071–2100.  ,a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Which regions will be the first to suffer of risks associated to water security by 2030?,Risks to water security will occur as early as 2030 or earlier for the small island states and Torres Strait Islands in Australia and remote Maori communities in New Zealand.,p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the expected outcome in South America of a A 1.5°C increase in global warming?,"A 1.5°C increase would result in an increase of 100–200% in the population affected by floods in Colombia, Brazil and Argentina, 300% in Ecuador and 400% in Peru .",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the projected impact if temperatures increase above 2°C?,"Above 2°C, the frequency and duration of meteorological drought are projected to double over North Africa, the western Sahel and southern Africa .  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the projected impact of global warming above 3°C ?,"At 3°C or higher global warming levels, adverse impacts on all food sectors will become prevalent, further stressing food availability , agricultural labour productivity and food access .  ",p
